crop,rainfall_mm,temperature_c,humidity_percent,soil_ph,fertilizer_kg_per_ha,yield_t_per_ha
sugarcane,776.5,19.44,51.0,6.19,242.2,49.453
maize,539.3,24.32,66.2,6.24,94.7,3.935
maize,343.4,24.14,86.0,5.92,212.0,4.83
rice,907.5,24.01,71.7,7.11,270.9,5.07
wheat,358.8,25.19,65.5,5.76,113.5,1.514
rice,1007.1,25.45,62.6,7.18,209.0,4.533
soybean,528.9,22.41,70.0,6.67,130.7,1.4
soybean,997.6,32.64,76.2,6.46,223.9,2.148
sugarcane,769.7,17.98,74.1,5.97,24.3,36.922
sugarcane,565.8,20.67,60.0,5.42,18.4,25.734
soybean,470.2,41.68,69.9,5.98,118.7,1.027
soybean,514.8,18.77,72.2,6.24,78.9,1.305
soybean,707.1,16.88,49.9,4.6,108.7,1.425
rice,619.3,29.41,67.5,6.34,132.4,3.815
soybean,451.5,12.54,32.6,7.24,207.6,0.772
maize,558.6,23.59,72.2,6.95,117.4,5.547
wheat,619.6,37.87,74.9,6.1,84.1,2.277
soybean,67.8,15.73,76.2,6.54,121.9,0.849
wheat,714.5,13.11,59.1,6.06,88.5,1.625
rice,355.1,16.0,69.6,6.62,75.3,3.245
wheat,311.7,30.39,86.4,7.73,21.0,2.142
rice,178.2,31.75,86.2,7.27,155.6,2.098
maize,151.5,21.92,64.6,6.92,104.5,3.723
rice,261.1,29.1,67.1,6.11,227.3,4.749
rice,422.7,33.34,81.7,7.1,34.2,2.197
sugarcane,1088.3,35.72,42.5,5.15,106.6,26.822
soybean,468.5,23.52,60.2,6.3,295.0,2.18
soybean,644.4,11.19,85.0,6.97,74.8,1.203
maize,700.1,20.07,79.6,7.09,131.1,3.344
maize,632.8,22.44,70.5,7.04,52.7,3.767
soybean,580.6,23.45,42.4,6.74,42.1,0.995
sugarcane,301.2,23.87,64.3,6.34,273.8,46.132
soybean,962.7,31.71,56.2,6.93,163.7,1.86
sugarcane,1051.8,32.65,70.0,5.74,160.7,25.328
maize,179.3,23.97,52.9,5.82,14.3,3.313
wheat,344.0,31.59,49.6,6.55,178.7,1.048
maize,530.0,27.15,34.0,6.64,242.6,2.948
maize,358.9,25.39,83.3,5.04,242.0,3.45
rice,726.5,30.44,59.0,6.86,203.5,3.423
rice,417.9,25.43,67.4,7.12,59.6,3.555
rice,1141.3,37.35,65.0,6.44,175.0,2.217
rice,897.6,16.37,49.0,8.4,203.4,2.202
sugarcane,653.1,21.91,46.1,5.95,6.4,36.619
soybean,856.7,24.24,49.9,6.21,60.3,1.339
wheat,876.5,27.64,54.2,6.18,221.1,3.0
maize,459.0,32.61,70.5,6.44,220.1,2.434
sugarcane,395.9,24.85,53.1,6.24,26.1,36.012
wheat,619.5,16.47,91.2,5.37,213.6,1.755
sugarcane,815.4,30.06,80.4,6.06,157.6,39.771
sugarcane,634.8,29.53,77.1,6.42,212.5,51.703
maize,205.8,13.35,63.2,7.48,99.2,2.702
soybean,399.3,24.98,87.7,8.26,201.6,1.968
rice,581.5,15.46,61.7,7.57,217.5,1.419
soybean,581.1,21.01,64.5,5.88,121.9,1.704
maize,1093.1,19.58,67.5,5.94,151.4,3.483
maize,253.5,29.86,75.5,6.37,98.1,3.797
maize,726.4,25.7,74.6,7.93,282.1,5.205
wheat,972.3,17.29,57.9,6.37,140.4,2.254
soybean,1167.9,30.28,57.0,5.44,76.2,1.269
soybean,498.9,16.4,74.6,6.1,92.7,1.57
sugarcane,722.9,26.98,75.7,7.11,160.1,40.414
sugarcane,742.4,20.12,59.1,7.05,210.3,35.047
sugarcane,648.9,22.81,41.2,6.34,43.1,27.097
maize,575.3,28.03,61.9,7.05,297.8,4.735
soybean,709.0,28.13,74.4,4.68,174.7,1.878
maize,0.0,33.02,92.1,6.58,187.3,0.268
wheat,770.5,24.51,47.0,7.19,142.2,3.237
sugarcane,631.5,26.84,58.6,5.83,151.5,54.424
maize,544.4,22.37,59.2,5.83,138.1,2.963
maize,1111.7,26.09,85.3,5.01,231.4,4.54
wheat,431.3,27.64,64.5,7.77,149.4,2.812
rice,499.2,24.41,51.4,5.92,211.4,3.964
soybean,1097.9,14.18,73.4,6.69,115.3,1.596
rice,392.0,26.99,58.9,6.98,165.7,2.476
sugarcane,462.5,27.19,46.6,7.71,85.7,37.268
maize,563.2,20.92,51.6,6.38,247.3,3.578
wheat,810.2,17.29,91.0,6.07,83.3,2.57
wheat,652.0,33.86,70.8,6.64,124.0,2.107
soybean,276.8,27.95,66.6,7.53,124.8,2.468
rice,467.0,23.63,61.3,6.36,121.7,3.035
soybean,448.2,18.18,69.4,5.74,207.8,1.266
maize,580.7,20.07,69.2,5.27,124.7,3.452
soybean,706.5,32.82,69.4,5.52,261.5,1.958
wheat,704.6,25.83,66.7,7.19,84.5,2.262
wheat,156.0,21.7,78.0,6.24,163.6,1.981
sugarcane,866.0,28.06,65.3,6.01,87.9,49.208
sugarcane,663.1,20.11,50.3,5.93,183.7,47.652
maize,946.1,34.01,55.8,6.57,148.7,2.626
rice,711.0,33.12,35.3,6.31,137.6,2.371
soybean,875.3,22.2,95.4,6.28,245.1,1.927
maize,716.6,21.23,77.9,7.58,97.7,3.631
sugarcane,936.6,9.29,52.5,7.73,196.9,38.918
soybean,730.6,16.11,60.8,5.21,88.5,1.843
sugarcane,575.5,16.96,55.4,6.76,159.0,30.804
soybean,1168.1,25.81,88.1,5.88,54.4,1.434
rice,822.3,23.04,43.7,6.3,97.0,2.693
maize,743.4,16.93,66.7,6.75,143.4,3.418
soybean,280.9,23.31,63.4,6.33,295.2,1.684
wheat,277.9,28.03,77.4,6.68,158.1,2.282
wheat,673.2,28.17,63.4,7.04,282.4,3.426
soybean,636.4,13.6,38.6,6.74,167.6,0.36
soybean,446.5,24.23,61.2,5.98,119.0,1.955
soybean,635.2,16.7,50.4,6.0,273.1,1.288
wheat,997.2,30.41,66.2,5.35,185.0,2.604
wheat,773.9,29.7,86.5,5.82,98.6,1.716
soybean,314.7,19.61,38.9,8.07,187.6,1.76
sugarcane,572.1,20.4,53.0,5.87,126.6,52.611
sugarcane,398.8,22.23,56.7,5.55,0.0,35.115
rice,503.1,11.48,59.3,6.76,224.9,2.563
maize,496.6,27.02,76.1,6.41,237.6,4.018
sugarcane,480.6,23.36,62.4,6.34,297.0,53.105
wheat,286.2,30.82,71.2,7.63,183.8,2.284
sugarcane,568.1,18.41,55.6,6.94,130.1,33.626
rice,459.8,21.29,68.4,6.08,216.8,4.249
rice,0.0,15.96,76.7,6.16,218.0,1.806
maize,1113.2,18.97,54.0,6.1,281.1,4.529
sugarcane,872.2,17.91,76.7,7.2,146.4,59.967
wheat,505.9,30.98,65.8,6.25,136.8,1.82
wheat,604.7,20.81,80.7,5.07,92.8,2.035
soybean,307.1,25.75,62.0,6.46,193.0,2.176
wheat,1023.9,22.72,70.7,5.27,26.1,2.243
maize,1074.3,17.38,64.4,8.25,212.1,3.027
maize,639.2,23.99,63.6,5.73,197.0,4.446
wheat,855.9,28.59,68.9,6.37,196.8,2.724
wheat,643.8,17.75,73.1,6.71,161.1,2.7
soybean,265.8,29.85,46.3,6.27,272.6,1.442
wheat,497.0,19.9,86.5,6.27,219.8,2.294
soybean,633.0,22.1,37.1,6.84,101.4,1.485
soybean,486.4,28.18,54.7,7.72,102.9,1.792
wheat,545.3,21.02,63.6,7.11,79.6,2.2
rice,577.2,25.23,71.2,7.68,194.1,2.966
rice,579.8,23.11,88.6,5.66,70.0,2.174
soybean,613.1,25.78,37.1,6.75,236.7,1.337
wheat,334.8,10.72,57.4,6.62,255.8,1.163
rice,420.7,14.02,33.1,6.78,79.7,2.575
wheat,278.9,28.7,65.5,7.6,135.2,2.655
wheat,844.5,31.22,69.1,6.32,151.3,2.572
wheat,73.6,19.54,88.9,6.18,220.7,1.913
sugarcane,888.4,23.54,66.8,6.93,278.7,64.8
wheat,946.6,26.77,80.7,5.08,15.2,2.014
sugarcane,524.5,29.16,73.8,6.31,124.5,48.247
soybean,0.0,12.83,58.5,6.39,128.7,1.695
rice,509.7,19.68,43.9,5.76,37.9,2.243
rice,584.0,23.0,69.1,7.35,111.2,4.04
rice,347.4,29.22,42.6,5.65,184.2,3.335
rice,471.2,39.99,84.4,6.39,127.7,2.47
rice,982.5,23.63,62.6,6.73,26.4,1.339
rice,766.2,16.56,82.9,7.58,379.9,3.147
rice,368.9,27.41,57.8,6.49,171.3,3.173
soybean,200.6,32.93,69.0,7.25,158.9,1.116
wheat,518.2,25.65,68.1,7.06,62.2,1.49
maize,546.6,19.56,64.3,6.6,170.9,3.868
sugarcane,724.0,30.75,58.5,5.63,136.9,43.941
maize,466.2,28.98,70.9,5.35,0.0,1.523
maize,727.9,18.84,51.1,6.59,64.4,2.049
wheat,1083.8,27.29,46.9,6.07,213.6,3.137
wheat,803.9,30.98,83.6,7.24,305.5,2.73
wheat,588.0,32.09,75.9,7.1,179.4,2.127
rice,554.2,24.6,66.0,6.35,238.2,4.733
soybean,510.8,22.85,90.0,5.57,137.5,1.646
rice,895.2,32.36,61.0,6.91,143.1,2.732
soybean,443.2,17.74,84.8,5.69,237.3,1.123
soybean,611.3,27.63,67.6,5.89,283.0,1.628
maize,612.8,16.78,49.6,5.72,254.1,4.618
maize,474.6,31.39,92.7,6.39,64.7,3.799
soybean,256.9,23.45,79.9,7.44,144.6,1.084
soybean,680.7,32.61,63.2,6.5,172.2,1.563
rice,584.7,27.95,75.9,6.15,129.2,3.197
rice,725.1,17.66,58.9,5.28,181.0,2.509
maize,466.6,33.55,77.4,6.94,215.6,2.789
wheat,905.2,34.31,29.1,5.88,230.2,1.962
soybean,380.8,30.29,49.7,6.59,284.9,1.906
rice,1028.0,20.43,79.7,6.22,123.6,3.409
maize,163.1,23.16,61.3,7.17,40.9,2.746
rice,708.7,25.87,68.1,6.37,178.7,3.88
soybean,718.9,20.78,44.8,6.45,300.7,2.242
soybean,401.1,35.15,92.7,6.89,111.8,1.345
sugarcane,706.1,25.87,82.9,8.19,204.9,49.393
wheat,919.9,8.78,62.0,7.21,205.7,1.504
sugarcane,45.8,27.04,58.9,6.43,165.3,36.546
maize,725.7,22.91,80.4,6.5,150.6,4.088
rice,0.0,24.55,94.7,6.08,76.1,2.493
maize,358.6,22.79,79.3,5.74,0.0,1.693
soybean,1007.3,29.84,97.6,6.06,61.1,1.275
sugarcane,454.6,31.72,51.2,5.88,118.8,43.678
sugarcane,306.5,26.7,52.7,7.02,237.8,38.179
sugarcane,550.5,22.96,47.2,5.64,141.7,33.99
maize,1117.0,24.75,71.6,7.57,108.5,4.39
soybean,142.1,25.12,67.6,7.1,78.7,0.778
rice,337.2,20.19,62.7,6.52,202.5,2.211
rice,974.4,28.47,77.1,6.5,258.7,4.352
maize,1064.4,27.76,83.5,6.05,235.1,4.675
sugarcane,574.1,34.24,42.1,6.72,198.5,47.304
wheat,290.2,32.53,56.0,7.37,32.0,1.053
maize,1124.0,20.89,77.3,5.94,121.9,3.995
maize,998.6,29.92,58.0,5.27,305.8,4.571
soybean,769.7,19.29,53.0,7.06,239.8,1.37
rice,396.9,29.18,80.3,6.76,27.0,2.882
maize,587.7,21.9,45.7,5.6,145.6,4.292
maize,559.9,18.86,60.5,5.91,179.0,2.446
sugarcane,682.7,26.68,69.9,5.81,89.0,47.5
sugarcane,962.8,8.95,56.4,5.92,0.0,33.474
wheat,819.9,14.49,76.7,6.24,157.9,1.452
soybean,330.7,23.94,56.5,6.29,87.0,1.075
wheat,944.1,25.49,86.1,5.98,87.3,2.519
sugarcane,678.3,22.78,63.1,5.89,121.6,71.621
rice,771.8,15.52,75.1,6.32,139.3,2.152
sugarcane,966.6,20.09,76.2,6.63,149.3,62.972
soybean,322.1,27.35,55.6,6.25,79.3,1.245
sugarcane,591.0,28.49,34.2,7.43,132.4,45.525
soybean,467.1,24.9,70.4,6.91,9.4,1.44
soybean,208.0,31.94,66.1,5.23,174.9,1.297
soybean,686.7,27.38,73.3,6.92,0.0,1.002
soybean,1227.9,20.52,61.6,6.98,126.8,2.081
soybean,140.0,23.32,58.5,6.15,223.5,2.115
rice,591.9,16.58,95.1,5.3,65.3,2.381
wheat,760.1,24.35,42.9,6.51,207.3,2.628
maize,630.8,31.67,76.0,6.49,242.5,3.548
wheat,571.7,29.11,56.4,5.6,0.0,2.634
soybean,275.2,33.41,60.0,5.34,137.9,1.294
rice,658.2,23.18,60.2,6.43,0.0,1.643
sugarcane,410.8,33.08,52.9,6.31,140.5,26.118
rice,52.5,23.84,73.6,6.17,149.4,1.156
soybean,898.6,33.83,85.9,6.43,0.0,1.22
rice,839.6,24.87,72.1,5.62,304.0,4.615
rice,612.9,29.24,66.6,6.15,172.9,3.143
soybean,657.3,33.85,50.2,6.93,82.1,1.259
rice,868.6,23.84,72.8,6.22,267.2,3.591
maize,656.1,26.31,97.3,5.16,6.4,2.694
maize,826.0,32.73,59.3,6.12,51.7,3.284
rice,525.6,24.2,59.4,5.64,0.0,1.679
sugarcane,928.0,17.07,56.6,6.71,294.1,58.059
soybean,680.2,37.86,57.7,6.76,176.6,0.889
maize,648.5,22.18,23.8,5.17,202.8,3.924
sugarcane,282.5,25.95,71.1,7.11,174.1,54.327
rice,671.7,31.94,52.3,5.61,195.9,2.72
sugarcane,392.0,21.35,40.8,7.75,156.2,39.853
wheat,440.4,18.95,76.3,6.46,171.7,1.457
maize,396.2,26.52,48.8,5.5,158.6,4.883
rice,333.4,14.24,59.9,5.59,101.3,2.028
soybean,1131.2,23.27,87.0,6.78,146.3,2.176
rice,932.8,26.47,43.9,6.19,171.9,4.133
soybean,1080.1,23.38,42.0,6.42,158.8,1.824
rice,294.3,15.74,69.0,7.79,31.8,1.955
sugarcane,617.8,34.57,82.2,5.94,42.4,44.032
sugarcane,276.6,25.62,41.4,6.55,236.6,36.402
sugarcane,426.1,33.59,71.1,7.64,125.4,54.003
wheat,370.5,23.44,73.7,6.72,196.8,2.2
soybean,909.9,19.72,34.1,5.21,62.6,0.955
sugarcane,500.9,26.62,77.0,6.9,32.1,38.008
wheat,867.1,23.71,78.1,5.57,82.5,3.321
soybean,751.0,17.93,60.3,7.63,132.2,0.827
rice,1175.9,33.82,83.8,5.84,96.8,2.284
wheat,230.1,21.27,82.0,8.88,253.5,1.948
maize,914.8,13.96,66.5,7.67,164.4,2.819
wheat,886.6,32.97,58.2,5.86,297.9,2.285
wheat,356.7,21.97,50.4,6.52,182.4,2.011
soybean,851.8,21.35,64.4,7.1,0.0,0.902
rice,684.0,14.41,73.5,7.13,234.5,2.219
maize,543.1,35.45,60.1,6.85,29.2,1.751
sugarcane,394.0,17.26,32.0,7.5,168.4,34.989
sugarcane,420.2,25.35,84.0,6.4,88.0,40.11
wheat,1112.5,30.48,67.9,6.21,321.4,2.518
soybean,600.2,27.53,59.3,6.22,265.2,2.239
soybean,795.5,24.64,77.9,7.19,90.7,1.179
sugarcane,402.3,14.79,87.9,6.79,139.8,30.894
maize,405.0,20.14,23.0,6.73,169.6,5.078
rice,870.5,26.13,71.5,7.14,219.1,3.453
maize,262.6,20.28,43.6,4.86,152.3,4.014
rice,496.2,26.22,72.5,6.75,68.0,2.927
sugarcane,608.5,29.09,66.9,6.67,92.6,39.542
rice,627.8,30.78,74.5,7.84,149.6,1.972
soybean,555.2,17.64,57.5,5.28,248.8,1.512
wheat,699.0,38.18,36.9,7.75,184.2,2.209
wheat,773.2,29.6,58.2,6.56,88.1,2.032
sugarcane,783.7,24.99,71.1,6.89,201.9,60.588
soybean,353.5,31.54,80.2,7.84,119.0,1.656
maize,529.0,39.19,47.4,6.95,221.2,2.827
soybean,898.7,16.37,80.4,6.82,352.2,0.952
wheat,823.7,23.65,55.3,6.69,121.3,2.727
wheat,256.8,10.73,70.4,6.11,214.1,2.21
soybean,687.9,26.16,57.4,6.48,90.4,1.788
soybean,105.4,27.19,67.7,5.93,141.0,0.44
wheat,611.7,24.77,78.4,6.46,152.4,2.875
maize,1074.4,21.07,46.6,4.63,134.5,3.358
sugarcane,363.0,12.7,54.8,6.84,347.0,15.502
sugarcane,391.4,27.24,67.8,6.4,125.5,32.324
soybean,791.0,33.73,100.0,6.23,196.9,1.663
sugarcane,214.3,21.45,52.1,6.68,0.0,23.409
wheat,441.8,27.64,95.6,5.35,184.6,1.805
wheat,749.1,15.59,95.1,8.04,241.4,1.706
soybean,441.4,27.74,63.5,6.42,107.8,1.494
soybean,541.0,22.64,60.5,6.38,0.0,1.133
soybean,786.0,20.43,54.6,5.73,146.9,1.676
maize,705.4,20.44,64.0,6.52,151.4,3.265
sugarcane,666.7,22.64,43.9,7.61,207.9,46.177
soybean,515.2,27.29,63.9,7.33,310.9,2.234
rice,692.5,17.13,87.5,7.18,119.6,2.481
rice,569.1,22.62,55.8,6.94,81.5,2.935
wheat,714.5,24.75,61.4,6.21,56.6,3.094
sugarcane,475.8,18.41,39.5,5.34,165.8,44.691
soybean,554.4,35.78,70.6,6.34,188.3,1.525
rice,352.5,19.88,69.0,6.31,106.3,2.586
sugarcane,591.2,20.98,66.0,7.34,212.3,53.461
wheat,397.2,19.13,61.7,6.75,187.2,1.955
maize,321.5,35.79,60.6,7.79,153.5,3.263
sugarcane,664.7,28.32,72.5,7.46,77.8,42.006
sugarcane,653.2,19.38,64.6,6.13,111.5,45.551
maize,795.7,31.64,69.7,5.06,0.0,2.62
sugarcane,492.2,26.2,68.2,7.61,168.9,50.882
wheat,702.0,26.54,81.9,7.59,152.1,3.846
wheat,737.7,22.93,75.2,5.41,165.1,2.316
maize,711.2,20.5,67.9,7.71,190.3,3.537
soybean,393.6,27.03,87.8,6.81,180.9,1.971
rice,637.3,21.73,71.3,6.63,141.2,3.038
soybean,691.0,35.9,84.6,7.79,153.9,1.102
sugarcane,601.8,17.38,74.1,7.58,37.7,23.302
rice,78.4,34.22,37.4,7.02,103.3,2.354
maize,640.1,24.33,84.6,6.88,154.0,4.765
maize,1153.1,26.79,67.0,6.99,91.1,4.085
rice,510.0,30.0,64.2,6.18,218.8,3.681
wheat,418.0,21.22,69.2,6.46,97.3,1.321
rice,693.3,30.19,59.8,5.78,167.3,2.717
sugarcane,678.1,8.75,68.4,6.23,159.3,28.812
wheat,898.2,20.68,56.1,6.21,209.7,2.163
maize,285.5,19.46,84.1,5.99,222.1,2.03
rice,782.8,17.48,63.3,6.61,205.5,2.679
soybean,747.6,23.71,59.3,6.24,0.0,1.329
soybean,564.5,27.31,51.1,6.9,245.5,2.444
sugarcane,684.7,29.22,69.0,5.2,272.2,45.672
soybean,857.4,26.45,67.8,6.41,111.4,2.228
rice,818.1,21.01,70.8,6.61,168.9,3.915
rice,314.2,27.21,49.6,6.25,78.7,3.399
soybean,805.0,25.75,41.0,6.36,0.0,0.984
rice,583.8,30.62,74.4,5.23,90.9,1.505
sugarcane,618.2,29.66,87.3,6.79,106.8,43.136
wheat,618.3,25.18,49.6,7.02,121.6,2.061
sugarcane,562.4,19.62,88.8,6.89,73.3,31.533
sugarcane,897.9,21.08,69.3,7.33,91.3,43.055
rice,579.1,21.7,64.9,6.66,149.1,3.244
wheat,320.1,23.11,59.0,6.88,88.4,2.171
rice,501.6,26.61,44.2,6.62,193.5,3.869
maize,644.7,29.29,79.8,7.05,204.5,3.857
rice,907.3,24.69,53.4,5.24,340.4,4.242
rice,750.8,25.1,53.3,5.79,240.1,4.004
rice,387.4,25.86,79.9,7.77,169.4,3.628
wheat,1221.3,21.9,36.8,4.53,100.4,1.896
rice,666.2,19.45,42.1,6.39,173.5,2.912
wheat,918.8,14.47,64.7,7.44,176.1,1.567
soybean,562.1,20.83,69.4,6.43,108.9,1.617
maize,733.3,27.84,72.3,6.18,212.7,4.177
wheat,809.9,20.78,60.5,6.6,38.2,1.508
soybean,904.5,23.57,100.0,6.22,130.4,2.065
wheat,864.3,27.8,61.6,6.52,194.5,2.465
wheat,818.0,28.12,61.5,5.95,127.0,2.445
maize,521.2,18.52,53.0,7.39,133.5,4.06
sugarcane,457.1,30.98,66.9,7.64,139.0,37.232
sugarcane,683.2,31.76,74.2,6.39,83.2,45.908
wheat,833.3,18.22,83.1,5.39,243.9,1.857
rice,544.3,20.06,42.7,6.08,68.6,1.919
soybean,866.3,32.15,61.3,6.35,175.5,1.068
rice,963.2,24.12,71.7,6.9,183.1,4.873
rice,370.9,11.68,73.8,5.69,74.1,1.358
wheat,390.8,16.6,65.1,5.88,155.8,2.158
wheat,564.9,23.5,73.1,6.91,77.2,1.809
wheat,676.9,18.02,52.9,7.25,261.3,2.743
wheat,468.9,22.52,88.4,6.0,58.9,2.947
sugarcane,938.1,25.19,79.9,5.43,97.7,33.306
wheat,706.0,33.77,44.8,9.0,52.1,1.061
sugarcane,609.9,23.26,48.9,7.13,41.4,45.578
sugarcane,241.0,31.44,49.3,6.29,277.3,43.104
wheat,271.0,33.57,75.2,7.2,193.4,2.09
maize,670.3,33.61,45.7,6.4,161.2,2.656
soybean,66.9,26.71,60.0,7.19,97.5,1.886
rice,853.2,13.22,71.8,6.63,222.6,2.293
sugarcane,560.5,27.76,64.0,6.57,84.1,34.947
soybean,1410.8,31.29,68.9,6.41,213.5,1.726
maize,1177.0,24.51,49.0,5.34,80.2,2.954
rice,554.6,35.47,73.9,8.05,98.4,3.101
rice,573.4,30.16,55.8,5.75,210.7,2.723
sugarcane,848.9,28.41,60.1,5.41,219.1,58.764
wheat,1025.8,31.52,68.6,6.33,197.8,2.141
maize,190.5,27.0,66.5,5.73,66.0,2.592
sugarcane,153.4,10.04,65.4,6.46,114.3,13.033
maize,444.5,22.01,53.7,7.05,162.6,4.45
wheat,745.7,32.18,60.5,7.3,82.1,2.465
wheat,724.2,20.15,65.0,7.15,259.7,2.232
sugarcane,867.4,23.66,44.4,6.26,0.0,16.093
wheat,300.1,18.73,58.1,6.54,87.7,2.183
soybean,21.0,35.7,70.8,6.83,109.2,0.564
rice,814.5,35.09,45.8,5.09,0.0,2.732
sugarcane,393.0,19.7,82.3,6.96,38.3,26.151
maize,95.4,25.88,84.0,5.33,200.0,2.158
soybean,636.3,20.92,46.3,8.13,152.4,1.636
sugarcane,798.3,28.69,85.4,6.18,275.9,45.061
wheat,569.5,28.06,62.8,6.35,273.6,2.553
wheat,485.5,29.87,71.3,5.88,184.6,2.469
wheat,560.2,26.99,57.6,6.0,175.1,1.591
wheat,507.4,42.61,78.8,8.32,155.3,2.243
maize,263.0,18.83,71.1,7.25,0.0,2.533
soybean,421.3,14.74,52.8,5.26,38.4,0.714
rice,730.3,22.64,47.5,7.7,158.1,2.674
maize,680.4,15.59,43.1,7.45,199.3,3.689
maize,642.0,16.05,67.8,6.28,173.2,3.574
rice,351.2,18.99,73.6,6.75,78.6,3.286
rice,554.6,19.47,74.8,6.49,225.0,2.711
wheat,55.7,19.27,63.2,8.08,268.6,1.748
maize,644.6,28.11,47.6,5.86,225.0,4.705
sugarcane,957.2,21.96,54.8,6.62,229.2,65.357
rice,231.5,23.92,82.3,6.16,105.3,3.357
rice,453.5,30.37,57.7,5.35,236.1,2.497
soybean,682.3,20.4,67.2,8.25,161.7,1.547
sugarcane,913.2,23.41,48.9,5.55,190.9,50.168
sugarcane,487.9,27.19,70.0,6.68,179.2,52.636
rice,426.9,13.35,58.1,5.11,140.3,2.531
wheat,107.8,10.69,80.7,6.18,81.2,0.764
soybean,625.9,27.08,76.6,6.84,143.4,2.272
sugarcane,1110.5,27.95,57.6,5.84,228.9,49.339
rice,669.3,37.39,63.1,6.97,114.7,1.935
sugarcane,594.4,25.95,56.7,6.28,221.5,69.734
soybean,680.5,29.92,43.7,7.43,209.0,1.798
soybean,597.2,23.83,52.1,7.59,126.1,1.884
maize,396.7,26.78,68.0,6.03,261.1,3.627
rice,805.8,35.0,69.9,6.56,121.6,1.693
soybean,656.4,12.26,67.2,6.65,270.8,1.494
maize,604.4,27.48,60.5,7.0,184.7,4.127
maize,356.2,37.81,79.0,6.51,148.7,2.225
sugarcane,925.9,26.69,66.0,6.65,79.0,58.353
sugarcane,766.2,34.9,75.5,6.31,142.9,25.598
maize,461.8,21.22,38.4,6.59,133.7,3.83
sugarcane,850.5,24.81,10.0,7.54,49.3,37.176
soybean,475.6,25.2,69.3,7.02,132.6,1.865
wheat,404.5,11.69,43.6,7.06,85.7,1.299
soybean,410.1,17.99,61.8,7.08,196.9,1.285
maize,157.2,18.42,60.5,6.38,254.5,2.225
maize,717.9,29.93,88.8,6.76,51.8,3.483
soybean,142.2,30.23,71.0,5.63,287.0,1.143
sugarcane,292.9,26.94,67.5,7.52,139.7,52.675
sugarcane,81.1,29.94,77.6,4.27,72.0,29.043
maize,578.5,24.02,70.5,6.43,210.6,4.079
rice,562.4,32.21,58.1,7.41,114.3,2.391
sugarcane,518.3,25.05,81.1,5.41,143.5,44.575
soybean,339.4,25.35,48.4,6.82,117.7,1.967
sugarcane,306.9,23.41,69.8,5.96,84.7,38.257
soybean,716.1,29.11,41.8,6.2,207.9,1.737
maize,462.4,22.47,68.1,7.26,127.1,5.027
sugarcane,679.1,30.86,67.9,6.66,35.1,40.032
soybean,378.7,18.21,90.1,4.87,194.1,1.872
maize,645.3,18.41,41.5,5.72,53.6,3.863
rice,925.8,29.12,56.0,7.28,57.7,2.183
soybean,746.5,24.47,77.3,6.86,245.4,2.567
rice,496.9,22.28,70.0,7.9,54.3,3.464
rice,664.3,30.34,67.7,7.85,0.0,2.92
wheat,539.8,21.36,50.7,6.23,199.8,2.953
sugarcane,602.0,23.8,56.1,8.5,125.7,50.859
soybean,518.6,33.4,83.7,6.52,132.6,1.223
rice,558.9,34.23,64.2,5.73,124.8,1.847
wheat,653.0,34.43,70.6,5.99,168.5,1.648
maize,351.7,23.31,63.3,4.69,89.8,1.99
soybean,346.0,32.38,47.3,7.79,268.1,1.798
rice,252.9,19.31,79.0,7.78,31.9,1.978
sugarcane,199.9,19.56,72.5,5.69,185.6,49.5
wheat,295.7,10.9,99.6,6.32,201.4,0.972
rice,639.9,35.04,49.8,6.58,89.2,2.868
sugarcane,376.8,19.82,77.3,5.73,68.1,32.34
rice,728.4,24.24,45.3,5.1,231.4,2.712
soybean,608.7,19.54,67.4,6.33,70.7,2.001
soybean,107.9,29.17,79.6,6.24,101.5,1.62
soybean,763.7,22.75,33.9,6.19,221.0,2.02
wheat,802.7,17.17,61.9,6.68,152.8,2.038
soybean,351.5,27.65,56.6,7.64,6.2,1.282
sugarcane,705.0,16.4,54.5,6.26,289.8,41.311
rice,385.9,19.98,70.8,6.64,107.6,2.256
maize,624.4,12.36,81.8,7.08,117.8,2.305
sugarcane,283.9,16.46,63.0,6.94,170.5,52.918
sugarcane,151.7,26.07,68.1,6.01,200.0,65.482
soybean,504.3,13.21,66.7,6.58,306.9,1.729
wheat,569.1,16.11,65.0,6.94,17.2,1.779
rice,500.6,24.99,48.7,5.6,216.1,3.296
wheat,304.0,21.74,81.6,7.51,209.4,1.815
rice,500.0,36.95,69.4,7.65,139.0,1.68
rice,667.3,36.0,70.9,5.92,213.0,1.93
wheat,588.8,19.79,52.9,6.65,224.7,3.361
sugarcane,645.6,28.34,58.1,7.01,39.4,54.436
rice,432.5,29.5,62.4,6.06,290.0,3.764
wheat,892.9,21.42,42.0,6.89,25.3,1.329
rice,306.0,16.03,39.7,6.63,59.2,2.673
maize,721.9,24.93,56.0,5.33,129.1,4.045
sugarcane,895.5,23.96,72.8,6.87,304.0,46.324
soybean,720.2,22.39,55.2,5.62,125.3,1.908
rice,549.4,27.65,49.7,7.25,147.4,2.724
maize,467.9,20.5,52.8,5.96,264.6,3.415
soybean,859.0,18.09,58.2,6.37,126.0,1.446
soybean,244.3,25.65,59.7,7.6,55.7,1.181
rice,357.5,27.32,97.5,6.9,116.6,2.75
wheat,500.6,17.94,80.8,5.64,259.7,1.989
